title,duration,imdb_rating,directors,writers,genres,release_date,languages,production_companies,actor,actress
Phir Aayi Hasseen Dillruba,02:12:00,5.8,['Jayprad Desai'],"['Kanika Dhillon', 'Anaya Mazumdar', 'Anuj Kumar Pandey']","['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",2024-08-09,['Hindi'],"['Colour Yellow Productions', 'T Series', 'T-Series Films']","['Vikrant Massey', 'Sunny Kaushal', 'Aditya Srivastav', 'Gautam S. Gadaballi', 'Vivek Jha', 'Ambrish Saxena', 'Jimmy Shergill', 'Manwendra Tripathy']","['Taapsee Pannu', 'Trupti Khamkar']"
Ghudchadi,01:53:00,4.3,['Binoy Gandhi'],"['Deepak Kapur Bhardwaj', 'Binoy Gandhi']",['Family'],2024-08-09,['Hindi'],['T-Series Films'],"['Sanjay Dutt', 'Parth Samthaan', 'Aakkash Dabhade', 'Yogesh Garg', 'Naresh Gosain', 'Santosh Rai', 'Surendra Rajan', 'Prem Saxena', 'Neeraj Sood']","['Khushali Kumar', 'Riney Aryaa', 'Aruna Irani', 'Achint Kaur', 'Alika Nair', 'Navni Parihar', 'Anju Rajiv']"
Hocus Focus,01:25:00,7.9,['Paierry Dodeja'],['Paierry Dodeja'],"['Action', 'Crime', 'Thriller']",2024-08-09,['Hindi'],"['Altair Media', 'Soc Films', 'Soc Films']","['Satinder Singh Gahlot', 'Gurvesh Pandit', 'Jittu Naruka', 'Sandeep Yadav', 'Pranav Dodeja', 'Dileep Daz', 'Harsh Malhotra', 'Rahul Awasthi']",['Sona Bhandari']
Aliya Basu Gayab Hai,01:43:00,5.7,['Preeti Singh'],"['J Blakeson', 'Gibran Noorani']",['Drama'],2024-08-09,['Hindi'],['Rehab Pictures Private Limited'],"['Salim Diwan', 'Vinay Pathak']",['Raima Sen']
Stree 2,02:27:00,7.0,['Amar Kaushik'],"['Niren Bhatt', 'Krishna D.K.', 'Raj Nidimoru']","['Comedy', 'Horror']",2024-08-15,['Hindi'],"['Maddock Films', 'Jio Studios']","['Rajkummar Rao', 'Pankaj Tripathi', 'Abhishek Banerjee', 'Aparshakti Khurana', 'Atul Srivastava', 'Varun Dhawan', 'Akshay Kumar', 'Sunil Kumar', 'Basit Ali Basu', 'Drishant', 'Mustaqeem Shah Khan', 'Mushtaq Khan']","['Shraddha Kapoor', 'Tamannaah Bhatia', 'Anya Singh', 'Sunita Rajwar', 'Bhumi Rajgor', 'Shruti Pandey']"
Khel Khel Mein,02:15:00,6.5,['Mudassar Aziz'],['Mudassar Aziz'],"['Comedy', 'Drama']",2024-08-15,['Hindi'],"['KKM Film production', 'T-Series Films', 'Wakaoo Films']","['Akshay Kumar', 'Ammy Virk', 'Fardeen Khan', 'Aditya Seal', 'Patil Jitendra Abhijeet', 'Talat Aziz', 'Ashutosh Choubey', ""Andre D'Cruz"", 'Grswkk', 'Jamie Langlands']","['Taapsee Pannu', 'Vaani Kapoor', 'Pragya Jaiswal', 'Maahi Jain', 'Ishitta Arun', 'Swarna Bharat', 'Alka Badola Kaushal', 'Kiran Kumar']"
Vedaa,02:25:00,6.0,['Nikkhil Advani'],['Aseem Arrora'],"['Action', 'Drama', 'Thriller']",2024-08-15,['Hindi'],"['Emmay Entertainment', 'JA Entertainment', 'Zee Studios']","['John Abraham', 'Abhishek Banerjee', 'Ashish Vidyarthi', 'Kumud Mishra', 'Rajendra Chawla', 'Anurag Thakur', 'Parag Sharma', 'Danish Husain', 'Kapil Nirmal', 'Ajeet Singh', 'K.C. Shankar', 'Kshitij Chauhan', 'Akshay Sharma']","['Sharvari', 'Tamannaah Bhatia', 'Tanvi Malhara', 'Urvashi Dubey']"
Zorawar Di Jacqueline,02:27:00,5.4,['Dapinder Sandhu'],['Dapinder Sandhu'],"['Drama', 'Romance']",2024-08-20,['Hindi'],"['Deep Bhullar Films', 'Fitrat Film Studios', 'Nagaada Film Studio']","['Manish Goplani', 'Amritpal Singh Billa', 'Satwant Kaur', 'Romaish Romi Pandita', 'Akhil Arora', 'Amanish Singh Shinh', 'Pawan Dhiman', 'Ramandeep Gurdaspuria', 'Saurav Bakshi']","['Malvi Malhotra', 'Anita Meet', 'Riya Shukla', 'Simran Nathmalpuria', 'Amreen Kaur Shahpuri']"
Chanchal Haseena,01:38:00,6.9,['Shoib Nikash Shah'],"['Yash Goradia', 'Kalpana C. Khurana']",['Romance'],2024-08-22,['Hindi'],['Rahat Kazmi Film Studios'],"['Arfan Nazir', 'Mahikshit Singh']","['Shiny Dixit', 'Jinal Joshi', 'Shanaya Khanna']"
Tikdam,01:57:00,7.8,['Vivek Anchalia'],"['Pankaj Nihalani', 'Vivek Anchalia', 'Animesh Verma']",['Drama'],2024-08-23,['Hindi'],"['Skylark Productions', 'Jio Studios']","['Amit Sial', 'Sonam Arora', 'DN Bhatt', 'Nayan Bhatt', 'Jitendra Bisht', 'Ankush Deshmukh', 'Divyansh Dwivedi', 'Daood Hussain', 'Ajit Kelkar', 'Pawan Kumar', 'Madan Mehra', 'Aakash Negi']","['Kalyani Gangola', 'Yushira Khan', 'Aditi Khurana', 'Jeniffer Piccinato', 'Aarohi Saud']"
A Wedding Story,01:50:00,5.2,['Abhinav Pareek'],['Shubho Shekhar Bhattacharjee'],['Horror'],2024-08-30,['Hindi'],['Boundless Blackbuck Films'],"['Vaibhav Tatwawadi', 'Akshay Anand', 'Lakshvir Saran', 'Plom Khurana', 'Krishnakant Singh Bundela', 'Prateek Pachauri', 'Sanjay Kota', 'Saad Baba', 'Rupesh Chauhan']","['Monica Chaudhary', 'Urvi Upadhyay']"
The Diary of West Bengal,02:02:00,6.4,['Sanoj Mishra'],['Sanoj Mishra'],['Drama'],2024-08-30,['Hindi'],['Waseem Rizvi Films'],"['Yajur Marwah', 'Ramendra Chakarwarti', 'Gauri Shankar', 'Ashish Kumar', 'Ronav Verma', 'Mukesh Agrohari', 'Anil Anjunil', 'Anuj Dixit', 'Dev Fauzdar', 'Deepak Kamboj', 'Abhishek Mishra', 'Hariom Mishra', 'Ashish Rajput']","['Arshin Mehta', 'Reena Bhattacharya', 'Garima Kapoor', 'Neet Mahal']"
Visfot,02:10:00,5.7,['Kookie Gulati'],"['Abbas Dalal', 'Hussain Dalal']","['Crime', 'Thriller']",2024-09-06,['Hindi'],"['T-Series Films', 'White Feather Films', 'White Feather Films']","['Riteish Deshmukh', 'Fardeen Khan', 'Seema Biswas', 'Purnendu Bhattacharya', 'Arjun Aneja', 'Nachiket Purnapatre', 'Arham Khan', 'Prashant Singh', 'Krishna Bhatt']","['Sheeba Chaddha', 'Priya Bapat', 'Neha Pednekar']"
Sector 36,02:03:00,7.1,['Aditya Nimbalkar'],['Bodhayan Roychaudhury'],"['Crime', 'Thriller']",2024-09-13,['Hindi'],"['Jio Studios', 'Maddock Films']","['Vikrant Massey', 'Deepak Dobriyal', 'Akash Khurana', 'Darshan Jariwala', 'Mahadev Singh Lakhawat', 'Ajeet Singh', 'Kachoo Ahmad Khan', 'Baharul Islam', 'Arindol Bagchi', 'Varun Bhilatia', 'Hardeep Gupta']","['Ivana Kaur', 'Ipshita Chakraborty Singh', 'Geeta Sodhi']"
Adbhut,02:00:00,5.2,['Sabbir Khan'],['Sabbir Khan'],"['Drama', 'Thriller']",2024-09-15,['Hindi'],"['Sabbir Khan Films', 'Sony Pictures International Productions']","['Rohan Mehra', 'Krishna Sharma', 'Shashank Shende', 'Nawazuddin Siddiqui']","['Shreya Dhanwanthary', 'Himanshi Parashar', 'Diana Penty']"
Maaya Ka Moh,01:30:00,3.7,['Ankush Bhatt'],"['Niti Potdar', 'Akshat Sharma']","['Drama', 'Romance']",2024-09-19,['Hindi'],"['Shobhana Desai Production', 'Shobhana Desai Production']","['Mahesh Shetty', 'Pankit Thakker']","['Priya Banerjee', 'Sheetal Dabholkar']"
Yudhra,02:22:00,5.1,['Ravi Udyawar'],"['Farhan Akhtar', 'Akshat Ghildial', 'Shridhar Raghavan']","['Action', 'Drama', 'Thriller']",2024-09-20,['Hindi'],['Excel Entertainment'],"['Siddhant Chaturvedi', 'Sarthak Khurana', 'Gajraj Rao', 'Abhishek Bhalerao', 'Ram Kapoor', 'Raj Arjun', 'Martin Fernandez', 'Saurabh Gokhale', 'Joao Mario', 'Kabeer Bhartiya']","['Malavika Mohanan', 'Shilpa Shukla', 'Sharvari Deshpande', 'Dolly Verma', 'Anubha Arora', 'Sneha Balpande']"
Jo Tera Hai Woh Mera Hai,01:41:00,5.1,['Raj Trivedi'],"['Amit Pradhan', 'Aditya Rawal', 'Devang Tiwari']",['Comedy'],2024-09-20,['Hindi'],['Jar Pictures'],"['Paresh Rawal', 'Amit Sial', 'Sonali Kulkarni', 'Faisal Malik', 'Nitesh Pandey', 'Ravi Shankar Jaiswal', 'Jatin Sarin', 'Aashish Dubey', 'Priyank Tiwari', 'Satendra Soni', 'Harminder Singh']","['Sonali Kulkarni', 'Sonnalli Seygall', 'Bharti Achrekar', 'Sejal Gupta']"
Nasha Jurm Aur Gangsters,02:17:00,7.5,"['Rajkumar Patra', 'Rocky Rupkumar Patra']","['Rajkumar Patra', 'Rocky Rupkumar Patra', 'Yudhisthir']","['Action', 'Crime', 'Drama', 'Thriller']",2024-09-20,['Hindi'],"['Golden life acting modeling institute', ""Men's club Entertainment"", 'Patras Glam Entertainment']","['Rocky Rupkumar Patra', 'Rajkumar Patra', 'Yudhisthir', 'Feroz Khan', 'Abhijit Acharjee', 'Bidyut Mahapatra', 'Bhabendu Satpathi', 'Akshay Rudransh', 'Manoj Kumar Chadha', 'Abhishek Mandal', 'Biswajit Shukla']","['Mithu Dey', 'Manisha Dutta', 'Aparna Giri', 'Piklu', 'Rani']"
Bal Naren,01:38:00,6.6,['Pawan Nagpal'],"['Pawan Nagpal', 'Umang Beena Saxena']",['Drama'],2024-09-20,['Hindi'],['Soham Rockstar Entertainment'],"['Yagya Bhasin', 'Rajneesh Duggal', 'Harshul Loungiany', 'Govind Namdeo', 'Vindu Dara Singh']",['Bidita Bag']
Sitara,01:45:00,5.3,['Vandana Kataria'],"['Sonia Bahl', 'Abbas Dalal', 'Hussain Dalal']","['Drama', 'Family', 'Romance']",2024-09-27,"['Hindi', 'Malayalam']","['Absolute Productions', 'RSVP', 'RSVPMovies']","['Sonali Kulkarni', 'Rajeev Siddhartha', 'Sankar Induchoodan', 'Sanjay Bhutiani', 'Ashish Sawhny']","['Sobhita Dhulipala', 'Sonali Kulkarni', 'Seema Sawhney Sharma', 'B. Jayashree', 'Rijul Ray', 'Tamara Dsouza']"
Amar Prem Ki Prem Kahaani,01:57:00,4.4,['Hardik Gajjar'],['Rupinder Inderjit'],"['Romantic Comedy', 'Comedy', 'Romance']",2024-10-04,['Hindi'],"['Jio Studios', 'Jio Studios', 'Back Bencher Pictures']","['Sunny Singh', 'Aditya Seal', 'Pranutan Bahl', 'Sammy Jonas Heaney', 'Antarjeet Joshi', 'Ashish Kaushal', 'Chetan Mohture']","['Nikky Athan', 'Sonia Sodhi Kaushal', 'Jhumma Mitra', 'Diksha J Singh', 'Isha Sood']"
Colourrs of Love,02:01:00,6.3,['Divyesh Limbani'],['Divyesh Limbani'],['Drama'],2024-10-04,['Hindi'],[],"['Smaran Sahu', 'Pawan Chopra']","['Deepika Amin', 'Gurpreet Kkaur', 'Bhakti Kubavat']"
Jigra,02:33:00,6.1,['Vasan Bala'],"['Vasan Bala', 'Debashish Irengbam']","['Action', 'Drama', 'Thriller']",2024-10-11,['Hindi'],"['Dharma Productions', 'Eternal Sunshine Productions']","['Sikandar Kher', 'Vedang Raina', 'Vivek Gomber', 'Akashdeep Sabir', 'Rahul Ravindran', 'Manoj Pahwa', 'Aditya Nanda', 'Ankur Khanna', 'Jason Shah', 'Harssh Singh', 'Ishan Jack', 'Yuvraj Vijan', 'Ram Solanki', 'Simon Feilder']","['Alia Bhatt', 'Sheeba Agarwal']"
Vicky Vidya Ka Woh Wala Video,02:32:00,5.2,['Raaj Shaandilyaa'],"['Rajan Agarwal', 'Ishrat R. Khan', 'Yusuf ali Khan']","['Raunchy Comedy', 'Slapstick', 'Comedy']",2024-10-11,['Hindi'],"['Balaji Telefilms', 'T-Series Films', 'Thinkink Picturez']","['Rajkummar Rao', 'Vijay Raaz', 'Rakesh Bedi', 'Tiku Talsania', 'Mukesh Tiwari', 'Ray Aksh', 'Daljit Arora', 'Shakti Singh Chouhan', 'Jitender', 'Jaswant Singh Rathore', 'Saharsh']","['Triptii Dimri', 'Mallika Sherawat', 'Ashwini Kalsekar', 'Shakti Singh Chouhan', 'Shehnaaz Gill']"
Naag Bhoomi,02:10:00,5.6,['Deva Saca'],[],"['Action', 'Fantasy']",2024-10-17,['Hindi'],[],"['Yogi Babu', 'Karunakaran', 'Srikanth']","['Aishwarya Dutta', 'Bindhu Madhavi', 'Aadya Prasad', 'Raiza Wilson']"
Aayushmati Geeta Matric Pass,02:17:00,8.0,['Pradip Khairwar'],"['Kabir Keval', 'Pradip Khairwar', 'Navnitesh Singh']",['Drama'],2024-10-18,['Hindi'],"['Altair Media', 'Good Idea Films', 'Spunk Productions']","['Anuj Saini', 'Atul Srivastava', 'Pranay Dixit', 'Yash Agrawal', 'Saandeep Bhojaak', 'Mahendra Kumarr', 'Swapnil Raut']","['Kashika Kapoor', 'Alka Amin', 'Zoie Aggarwal Ahmed', 'Muskan Jain', 'Priyanka Malviya']"
Despatch,02:33:00,4.4,['Kanu Behl'],"['Ishani Banerjee', 'Kanu Behl']","['Drama', 'Thriller']",2024-12-13,['Hindi'],"['Clockwork Film', 'RSVP', 'Skywalk Films']","['Manoj Bajpayee', 'Rituparna Sen', 'Anand Alkunte', 'Arun Behl', 'Abhishek Bhalerao', 'Purnendu Bhattacharya', 'Ajoy Chakraborty', 'Chhabria Chiranjeet', 'Sainath Ganuwad', 'Nitin Goel', 'Ashok Kelkar', 'Haresh Khatri', 'Harish Khatri', 'Rajneesh Khullar']","['Shahana Goswami', 'Arrchita Agarwaal', 'Riju Bajaj', 'Mishka Gambhir']"
Phool Ka Chand,01:21:00,7.9,[],[],['Biography'],2024-10-20,"['Hindi', 'Marathi']",[],[],[]
Do Patr Aur Ek Adhoori Si Mulaaqaat,01:34:00,7.6,['Ishan Saran Agarwal'],['Ishan Saran Agarwal'],['Drama'],2024-10-20,['Hindi'],[],"['Saksham Bambha', 'Mudit Gupta', 'Shubham Singh']","['Aastha Anand', 'Arya Gautam', 'Prathana Kachroo']"
Taak,00:39:00,7.6,['Udit Khurana'],['Udit Khurana'],['Drama'],2024-10-22,['Hindi'],['Storiculture'],[],['Ambika Kamal']
Forbidden Love,01:36:00,7.2,['Ajay V.'],['Amitava Mitra'],['Romance'],2024-10-24,['Hindi'],['Notty'],['Manish Goplani'],"['Reeva Chaudhary', 'Neha Khatri', 'Naaz Shaikh', 'Kanchi Singh']"
Do Patti,02:06:00,6.5,['Shashanka Chaturvedi'],['Kanika Dhillon'],"['Crime', 'Drama', 'Mystery', 'Thriller']",2024-10-25,['Hindi'],"['Blue Butterfly Films', 'Katha pictures', 'Vipin Priyanka Production']","['Shaheer Sheikh', 'Brijendra Kala', 'Vivek Mushran', 'Chittaranjan Tripathy', 'Manoj Bakshi', 'Mohit Chauhan', 'Darius Chinoy', 'Danish Kalra', 'Vidushi Manaduli']","['Kajol', 'Kriti Sanon', 'Tanvi Azmi', 'Prachee Shah', 'Shikha Dhyani', 'Zeba Hussain', 'Sohaila Kapur']"
The Miranda Brothers,01:39:00,4.3,['Sanjay Gupta'],"['Sameer Hafiz', 'Milap Zaveri']","['Action', 'Drama', 'Sport', 'Thriller']",2024-10-25,['Hindi'],['White Feather Films'],"['Nikhil Chinappa', 'Rahul Dev', 'Naved Jaffrey', 'Rahul Mohite', 'Harshvardhan Rane', 'Sanjay Suri']","['Sahher Bambba', 'Meezaan Jafri', 'Jeniffer Piccinato', 'Manasi Joshi Roy']"
Tariq,02:02:00,6.9,['Arun Gopalan'],"['Simaab Hashmi', 'Lalit Marathe', 'Ritesh Shah']","['Action', 'Drama', 'Thriller']",2024-10-29,['Hindi'],"['Bake My Cake Films', 'JA Entertainment']","['John Abraham', 'Sujith Shanker', 'Bajrangbali Singh', 'Arjun Jethwa']","['Rukmini Maitra', 'Gajala']"
Motu Patlu & The Rise of Zombies,01:14:00,6.5,['Dheeraj Berry'],['Dheeraj Berry'],['Animation'],2024-10-31,['Hindi'],[],['Sourav Chakraborty'],[]
Bhool Bhulaiyaa 3,02:38:00,4.8,['Anees Bazmee'],['Aakash Kaushik'],"['Supernatural Horror', 'Comedy', 'Horror']",2024-11-01,['Hindi'],"['Super Cassettes Industries Limited (T-Series)', 'T-Series']","['Kartik Aaryan', 'Vijay Raaz', 'Rajpal Naurang Yadav', 'Sanjay Mishra', 'Rajesh Sharma', 'Manish Wadhwa', 'Arun Kushwah', 'Saurabh Dubey', 'Aashish Dubey', 'Shataf Figar']","['Vidya Balan', 'Madhuri Dixit', 'Triptii Dimri', 'Ashwini Kalsekar', 'Prantika Das', 'Rose Sardana', 'Kanchan Mullick']"
Singham Again,02:24:00,5.0,['Rohit Shetty'],"['Vidhi Ghodgaonkar', 'Abhijeet Khuman', 'Anusha Nandakumar']","['Action', 'Drama']",2024-11-01,['Hindi'],"['Jio Studios', 'Ajay Devgn Ffilms', 'Bollygrad Productions']","['Salman Khan', 'Akshay Kumar', 'Ajay Devgn', 'Ranveer Singh', 'Tiger Shroff', 'Jackie Shroff', 'Arjun Kapoor', 'Ravi Kishan', 'Dayanand Shetty', 'Viren Vazirani']","['Deepika Padukone', 'Kareena Kapoor', 'Shweta Tiwari', 'Farhana Bhat', 'Sara Khan', 'Saloni Mishra', 'Bhagya Nair']"
Vijay 69,01:52:00,6.1,['Akshay Roy'],"['Akshay Roy', 'Abbas Tyrewala']","['Comedy', 'Drama', 'Sport']",2024-11-08,['Hindi'],"['YRF Entertainment', 'Yash Raj Films']","['Anupam Kher', 'Chunky Pandey', 'Mihir Ahuja', 'Paritosh Sand', 'Vrajesh Hirjee', 'Saanand Verma', 'Pawan Chopra', 'Narendra Jetley', 'Namit', 'Anirban Bhattacharyya']","['Ekavali Khanna', 'Adrija Sinha', 'Sulagna Panigrahi', 'Ketika Sharma', 'Guddi Maruti']"
Khwaabon Ka Jhamela,01:53:00,6.1,['Danish Aslam'],"['Danish Aslam', 'Vicky Bahri', 'Harman Baweja']","['Drama', 'Romance']",2024-11-08,['Hindi'],"['Baweja Studios', 'Indo-UK Film Company', 'Oddball Motion Pictures']","['Prateik Patil Babbar', 'Danish Husain', 'Freddie Love', 'Farhan Baqi', 'Kishore Bhatt', 'Anil Christie', 'Kaizaad Kotwal', 'Ravi Multani']","['Kubbra Sait', 'Lilette Dubey', 'Cindy Bamrah', 'Anisa Butt', 'Babita Christie', 'Amber Elizabeth', 'Richa Prakash']"
The Sabarmati Report,02:07:00,6.6,['Dheeraj Sarna'],"['Arjun Bhandegaonkar', 'Avinash Singh Tomar']","['Crime', 'Drama', 'Thriller']",2024-11-15,['Hindi'],"['Moral of the Story', 'Balaji Motion Pictures', 'Balaji Motion Pictures']","['Vikrant Massey', 'Rohit Ameriya', 'Aryan Ardent', 'Al Arjun', 'Diwakar Dhyani', 'Vivek Ghamande', 'Badrul Islam', 'Milind Joshi', 'Prince Kashyap', 'Laxman Khunti', 'Sandeep Kumar', 'Vikas Mahante']","['Raashi Khanna', 'Ridhi Dogra', 'Kalpana Gagdekar', 'Urvashi Golter', 'Simran Khanna', 'Rahi Mamtora']"
I Want to Talk,02:02:00,7.1,['Shoojit Sircar'],['Ritesh Shah'],['Drama'],2024-11-22,['Hindi'],"['Kino Works', 'Rising Sun Films']","['Abhishek Bachchan', 'Tom McLaren', 'Kristin Goddard', 'Joe Russell', 'Mike Sears', 'Charles Karafotas', 'Jayant Kripalani', 'Billy Minshall', 'David Moskowitz', 'Robert Ramirez', 'Ian Schuelke']","['Ahilya Bamroo', 'Janet Carter', 'Caprice Ott', 'Eliza Kim', 'Kathy Blaze Jefferson', 'Indeepa Singh']"
Naam,02:16:00,6.7,['Anees Bazmee'],"['Anees Bazmee', 'Humayun Mirza']","['Action', 'Drama', 'Mystery', 'Thriller']",2024-11-22,['Hindi'],"['Eros Now Music', 'Roongta Entertainment', 'Shemaroo Entertainment']","['Ajay Devgn', 'Rahul Dev', 'Sharat Saxena', 'Raqesh Bapat', 'Andy Biersack', 'Sanjay Dutt', 'Sohail Khan', 'Amit Misra', 'Mukesh Tiwari', 'Aryan Vaid']","['Sameera Reddy', 'Bhoomika Chawla', 'Shriya Sharma', 'Vidya Malvade', 'Yukta Mookhey', 'Richa Pallod', 'Lisa Ray', 'Mink Singh']"
Sikandar Ka Muqaddar,02:22:00,6.0,['Neeraj Pandey'],"['Neeraj Pandey', 'Vipul K. Rawal']","['Heist', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2024-11-29,['Hindi'],"['Friday Filmworks', 'Friday Storytellers']","['Jimmy Shergill', 'Avinash Tiwary', 'Rajeev Mehta', 'Santanu Ghatak', 'Praful Joshi', 'Vikrant Kolape', 'Ashrut Jain', 'Khurshed Lawyer', 'Ravi Kothari', 'Anil Pandey', 'Arpit Mishra']","['Tamannaah Bhatia', 'Divya Dutta', 'Ridhima Pandit', 'Zoya Afroz', 'Komal Somare', 'Aparna Upadhyay']"
Irani Chai,02:00:00,8.0,['Manoj Srivastava'],['Manoj Srivastava'],"['Drama', 'Thriller']",2024-12-14,['Hindi'],[],"['Govind Namdeo', 'Zakir Hussain', 'Zeishan Quadri', 'Aditya Lakhia', 'Anang Desai', 'Ananth Mahadevan', 'Ajeet Kumar', 'Akhilendra Mishra', 'Ezzatollah Ramazanifar']","['Mozhgan Taraneh', 'Farkhondeh Farmanizadeh']"
Agni,02:02:00,7.4,['Rahul Dholakia'],"['Rahul Dholakia', 'Vijay Maurya']","['Action', 'Drama']",2024-12-06,['Hindi'],['Excel Entertainment'],"['Pratik Gandhi', 'Divyendu Sharma', 'Jitendra Joshi', 'Udit Arora', 'Kabir Shah', 'Hitesh Chauhan', 'Nitin Dhongade', 'Sajan Kumar', 'Rohit Petkar', 'Hitesh Dave', 'Sushant Shetty', 'Pradeep Jangid', 'Pramod Pathak', 'Kundan Roy', 'Vijay Sanap']","['Sai Tamhankar', 'Saiyami Kher']"
Benaam Rishta,01:30:00,6.4,['Sanjay Verma'],['Giselle Galbao'],['Romance'],2024-12-11,['Hindi'],['Canopy'],"['Suraj Pratap Singh', 'Suraj Sonik']",['Rose Khan']
Vanvaas,02:40:00,6.7,['Anil Sharma'],"['Amjad Ali', 'Anil Sharma', 'Sunil Sirvaiya']","['Action', 'Drama']",2024-12-20,['Hindi'],"['Anil Sharma Productions', 'Zee Studios']","['Nana Patekar', 'Rajpal Naurang Yadav', 'Kettan Singh', 'Hemant Kher', 'Paritosh Tripathi', 'Prashant Bajaj', 'Tejas Raut', 'Hanish Lamba']","['Ashwini Kalsekar', 'Shruti Marathe', 'Simratt Kaur Randhawa', 'Khushbu Sundar', 'Snehil Dixit Mehra', 'Bhakti Rathod', 'Rumi Khan']"
Yo Yo Honey Singh: Famous,01:20:00,6.9,['Mozez Singh'],[],"['Documentary', 'Drama']",2024-12-20,['Hindi'],['Sikhya Entertainment'],"['Shah Rukh Khan', 'Salman Khan', 'Yo Yo Honey Singh', 'Millind Gaba', 'Jazzy B']",['Jazzy B']
Baby John,02:39:00,6.4,['Kalees'],"['Sumit Arora', 'Kalees']","['Action', 'Drama', 'Thriller']",2024-12-25,['Hindi'],"['A for Apple Productions', 'Cine1 Studios', 'Jio Studios']","['Salman Khan', 'Varun Dhawan', 'Jackie Shroff', 'Rituraj Singh', 'Rajpal Naurang Yadav', 'Benedict Garrett', 'Manikandan K.', 'Sonalli Sharmisstha', 'Jaffer Sadiq', 'Armaan Khera', 'Mushtaq Khan', 'Prakash Belawadi']","['Wamiqa Gabbi', 'Keerthy Suresh', 'Sanya Malhotra', 'Sheeba Chaddha', 'Zara Zyanna', 'Sonalli Sharmisstha', 'Mona Ambegaonkar']"
Kisko Tha Pata,02:15:00,7.5,['Ratnaa Sinha'],[],"['Drama', 'Romance']",2024-12-25,['Hindi'],['Trizent Mediaworks'],"['Aadil Khan', 'Akshay Oberoi']",['Ashnoor Kaur']
